resource_name,asset_name,file_size,title,subject,description,contributor,period_date,digital_format,url_for_file,geo_coord_UTM,verified_gps_coords,resource_number,year,geo_coord_original,paper_page_number,Index Number,Volume,Title,Notes,description2,address
00000051.pdf,"Sam's Sweet Shop, ca 1929",534.38 KB,"Sam's Sweet Shop, ca 1929","| Stores and Shops | Sam's Sweet Shop | Eagle Candy Kitchen | Galvan, Andy | Vlahos, Mary | Vlahos, Sam | Kidd |","Also called Eagle Candy Kitchen. Andy Galvan, seates; Mary and Sam Vlahos (owner), standing in front of candy counter. Miss Kidd (3) or (5).",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5188/0,,,,1929,,,00051,Vol. 2,"Sam's Sweet Shop, ca 1929",,,
00000052.pdf,"Early Residence, ca 1890",362.18 KB,"Early Residence, ca 1890","| Homes | Davis Street | Street, Davis | Home, Victorian |","Located on Davis near the Town Hall, it is typical of the Victorian style of the 1890's.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5189/0,,,52,1890,12D725,14,00052,Vol. 2,"Early Residence, ca 1890",,,
00000053.pdf,"Eagle Candy Kitchen, Vlahos, 1929",370.44 KB,"Eagle Candy Kitchen, Vlahos, 1929","| Eagle Candy Kitchen | Street, Davis | Street, East 14th | Vlahos, Sam | Stores and Shops |","Located on N.E. corner of Davis and E. 14th St. Sam Vlahos, owner.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5190/0,,,53,1929,12D824,37,00053,Vol. 2,"Eagle Candy Kitchen, Vlahos, 1929",,,
00000054.pdf,"George Pyle's Barber Shop, 1920",494.77 KB,"George Pyle's Barber Shop, 1920","| Shop, Barber's | Services | Pyle, George |","1st chair barber, George Pyle.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5191/0,,,,1920,,,00054,Vol. 2,"George Pyle's Barber Shop, 1920",,,
00000055.pdf,"Cherry Festival, ca 1915",375.86 KB,"Cherry Festival, ca 1915","| Festival, Cherry | Josephs, Buck |","Buck Josephs, cherry grower, second from left.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5192/0,,,,1915,,,00055,Vol. 2,"Cherry Festival, ca 1915",,,
00000056.pdf,"Union School, ca 1890",411.26 KB,"Union School, ca 1890","| School, Union | Education | Langdon, William | Portraits, Group |","William Langdon, far right, top row.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5193/0,,,,1890,,,00056,Vol. 2,"Union School, ca 1890",,,
00000057.pdf,"Eber's Meat Market, ca 1908-12",457.08 KB,"Eber's Meat Market, ca 1908-12","| Eber's Meat Market | Stores and Shops | Eber, Bud | Eber, Henry J. |","L. to R. Bud Eber; Harry Eber (Henry J.). Note sawdust on the floor, meat and sausages hanging and the decorations on the ""chandeliers"". The blurred figure on the left cannot be identified, and the other two men are unknown.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5194/0,,,57,1900,10D825,37,00057,Vol. 2,"Eber's Meat Market, ca 1908-12",,,
00000058.pdf,Union School,613.94 KB,Union School,"| School, Union | Education |",Re-named Lincoln School in 1916. Location: Hepburn (now W. Joaquin) below Clarke and Carpentier.,Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5195/0,,,,1916,,,00058,Vol. 2,Union School,,,
00000059.pdf,"Geisenhofer's Bakery and Coffee Salon, ca 1876-1886",335.01 KB,"Geisenhofer's Bakery and Coffee Salon, ca 1876-1886","| Geisenhofer's Bakery and Coffee Saloon | Stores and Shops | Geisenhofer, Michael | Geisenhofer, Ida | Shop, Bakery | Shop, Coffee |","Michael Geisenhofer and his wife Ida ran this bakery from about 1876 until he was elected town marshal, about 1894. They featured German baked goods and coffee. Mr. Geisenhofer was marshal until 1912 (when Joseph F. Peralta succeeded him.) He passed away on Aug. 27, 1926. Geisenhofer was born in Germany about 1853. He left nine children: Otto, Herman, Rudolf, Albert, George, Henry, Mrs. Mildred Seypohlt, Mrs. Ida Hockins, and Mrs. Louise Stiles.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5196/0,,,,1926,,,00059,Vol. 2,"Geisenhofer's Bakery and Coffee Salon, ca 1876-1886",,,
00000060.pdf,"Santos and Robinson Mortuary, ca 1920",370.46 KB,"Santos and Robinson Mortuary, ca 1920",| Santos and Robinson Mortuary | Services | Estudillo Avenue |,Located on Estudillo Avenue.,Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5197/0,,,,1920,,,00060,Vol. 2,"Santos and Robinson Mortuary, ca 1920",,,
00000061.pdf,"Ury Butcher Shop, ca 1890",437.86 KB,"Ury Butcher Shop, ca 1890","| Ury Butcher Shop | Trades | Shop, Butcher | Ury, David | Ury, Aaron | Street, Hays | Street, Davis |","Just west of SW corner of Hays and Davis. David Ury and Ike Ury lived right next to a butcher shop and had wonderful antiques. The picture probably shows David Ury and his son, Aaron. The shop had opened in 1857. A boat shop now (1972) occupies this building.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5198/0,,,,1972,,,00061,Vol. 2,"Ury Butcher Shop, ca 1890",,,
00000062.pdf,"Herrscher Cheap Cash Store, ca 1900",405.64 KB,"Herrscher Cheap Cash Store, ca 1900",| Mrs. S. Herrscher Cheap Cash Store | Mr. Herrscher | Mrs. Herrscher | Washington Ave. | Stores and Shops |,"Mr. and Mrs. Herrscher in front of store which was on Washington opposite the Plaza, where Jay Vee's is now. It was evidently there by 1894.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5199/0,,,,1900,,,00062,Vol. 2,"Herrscher Cheap Cash Store, ca 1900",,,
00000063.pdf,Business Card of Mr. Schmidt,249.53 KB,Business Card of Mr. Schmidt,"| J.B.C. Schmidt | Shop, Jewelry | East 14th Street | Services | Stores and Shops |",Business Card of Mr. Schmidt.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5200/0,,,,,,,00063,Vol. 2,Business Card of Mr. Schmidt,,,
00000064.pdf,"Lincoln School Class Photo, 1911",329.93 KB,"Lincoln School Class Photo, 1911","| Union School | Education | Portraits, Groups |","Lincoln School, 1910-1966.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5201/0,,,,1966,,,00064,Vol. 2,"Union School Class, 1911",,"Union School Class, 1911",
00000065.pdf,"Early Autos, 1915",498.19 KB,"Early Autos, 1915","| Automobiles and Trucks | Estudillo Ave. | Portraits, Groups |",Estudillo Avenue.,Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5202/0,,,65,1915,13D924,37,00065,Vol. 2,"Early Autos, 1915",,,
00000066.pdf,"Union School Class, ca 1909",609.92 KB,"Union School Class, ca 1909","| Union School | Education | Portraits, Groups |","Union School Class, ca 1909.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5203/0,,,,1909,,,00066,Vol. 2,"Union School Class, ca 1909",,,
00000067.pdf,"Phillip's Dairy, ca 1915",451.06 KB,"Phillip's Dairy, ca 1915",| Dairies | Phillip's Dairy | Mr. Phillip |,"Located behind Fry's Roofing. L to R #3 Mr. Phillip, owner.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5204/0,,,,1915,,,00067,Vol. 2,"Phillip's Dairy, ca 1915",,,
00000068.pdf,"Phillip's Dairy, ca 1915",322.15 KB,"Phillip's Dairy, ca 1915","| Dairies | Phillips' Dairy | Matoza, Emanuel | Phillips, Lucy | Mr. Phillips |","Art Mendonca said the man next to the horse is Mr. Phillips, owner of the dairy. The girl on the horse is Lucy Phillips, his daughter. Mrs. Matoza identified the second man from the left as Emanuel Matoza of San Jose.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5205/0,,,,1915,,,00068,Vol. 2,"Phillip's Dairy, ca 1915",,,
00000069.pdf,"Union School, ca 1910",426.49 KB,"Union School, ca 1910","| Union School | Education | Portraits, Groups |","Union School, ca 1910.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5206/0,,,,1910,,,00069,Vol. 2,"Union School, ca 1910",,,
00000070.pdf,"San Leandro Ball Club, ca 1909",380.52 KB,"San Leandro Ball Club, ca 1909","| Baseball | San Leandro Ball Club | Portraits, Groups |",San Leandro Ball Club.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5207/0,,,,1909,,,00070,Vol. 2,"San Leandro Ball Club, ca 1909",,,
00000071.pdf,Union School,596.67 KB,Union School,"| Union School | Education | Portraits, Groups |",Union School.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5208/0,,,,,,,00071,Vol. 2,Union School,,,
00000072.pdf,"an Leandro Fire Department 1920 Seagrave Pumper, Taken 1931",510.09 KB,"an Leandro Fire Department 1920 Seagrave Pumper, Taken 1931","| Automobiles and Trucks | Fire Protection | Engine, Fire | Seagrave | Pumper |","San Leandro Fire Department 1920 Seagrave Pumper, Taken 1931.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5209/0,,,,1931,,,00072,Vol. 2,"San Leandro Fire Engine, 1931",,"San Leandro Fire Engine, 1931",
00000073.pdf,"Columbia Gardens Saloon, ca 1890",502.99 KB,"Columbia Gardens Saloon, ca 1890",| Columbia Gardens Saloon | Restaurants and Bars | Alvarado Street | Davis Street | Mr. Regio |,"NW of Alvarado and Davis. Regio, bartender. Careful examination of the calendar and wall pad in the picture places the date as November 21, 1914. Colored glass windows, ornate woodwork and the decorated walls were typical of salloons from the 1890's on through this period. Note, however, that Columbia Gardens has electric lights.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5210/0,,,73,1890,12D426,36,00073,Vol. 2,"Columbia Gardens Saloon, ca 1890",,,
00000074.pdf,"San Leandro Firemen, 1931",538.87 KB,"San Leandro Firemen, 1931","| San Leandro Firemen | Fire Protection | Portraits, Groups | Portraits, Men | Agrella, Manuel | Stevenson, Tommy | Freitas, Ed | Mr. Martin | Peralta, Joe | Freitas, Manuel | Souza, Henry | Larson, Art | Dyas, Ed | Matoza, Manuel | Thomas, William | Souza, Archie | Baron, Louie |","First Row: Manuel Agrella, Tommy Stevenson, Ed Freitas, Mr. Martin, Asst. Chief; Joe Peralta, Chief; Manuel Freitas, Asst. Chief; Henry Souza. Second Row: Art Larson, Ed Dyas, unknown, unknown, Manuel Matoza, William (Bill) Thomas, Archie Sousa, Louie Baron.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5211/0,,,,1931,,,00074,Vol. 2,"San Leandro Firemen, 1931",,,
00000075.pdf,"Union School, 1894",526.86 KB,"Union School, 1894","| Union School | Education | Langdon, W.H. | Portraits, Groups | Miss Thurston | Nelson, Stella |","W.H. Langdon, Principal; Miss Thurston, Teacher; Stella Nelson.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5212/0,,,,1894,,,00075,Vol. 2,"Union School, 1894",,,
00000076.pdf,Boy,434.36 KB,Boy,"| Portraits, Children |",Boy (information for photograph mis-filed).,Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5213/0,,,,,,,00076,Vol. 2,Boy,,,
00000077.pdf,"Lincoln School, ca 1930",407.02 KB,"Lincoln School, ca 1930","| Lincoln School | Education | Portraits, Groups | Douglas, Edgar | Hagerty, Gerald |","Row 1: unknown, unknown, Edgar Douglas, Gerald Hagerty.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5214/0,,,,1930,,,00077,Vol. 2,"Lincoln School, ca 1930",,,
00000078.pdf,"Union School, ca 1900",524.80 KB,"Union School, ca 1900","| Union School | Education | Portraits, Groups |","Union School, ca 1900.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5215/0,,,,1900,,,00078,Vol. 2,"Union School, ca 1900",,,
00000079.pdf,"Steam Engine, ca 1915",338.04 KB,"Steam Engine, ca 1915","| Railroads | Engine, Steam | Souza, Archie | Mr. Thierry | Portraits, Men |","Archie Souza, Thierry.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5216/0,,,,1915,,,00079,Vol. 2,"Steam Engine, ca 1915",,,
00000080.pdf,"Lincoln School, ca 1920",422.57 KB,"Lincoln School, ca 1920","| Lincoln School | Education | Portraits, Group |","Lincoln School, ca 1920.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5217/0,,,,1920,,,00080,Vol. 2,"Lincoln School, ca 1920",,,
00000081.pdf,"American Bakery, ca 1900",535.68 KB,"American Bakery, ca 1900","| Stores and Shops | American Bakery | Portraits, Women |","American Bakery, ca 1900.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5218/0,,,81,1900,12D824,18,00081,Vol. 3,"American Bakery, ca 1900",,,
00000082.pdf,"U. P. E. C. Building, ca 1957",284.74 KB,"U. P. E. C. Building, ca 1957","| Carlton Card Co. | Nell's | U.P.E.C. Loans | Loans, Real Estate | Ed's Shoe Repair | Capri Coffee Shop | Stores and Shops | Services | Shop, Coffee | East 14th Street |",From South; E. 14th St.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5219/0,,,82,1957,10D824,12,00082,Vol. 3,"U. P. E. C. Building, ca 1957",,,
00000083.pdf,"Callan Ave. and E. 14th St., SE corner, 1896",434.64 KB,"Callan Ave. and E. 14th St., SE corner, 1896",| Joseph Caton Central Restaurant | Restaurants and Bars | Schlueter & Wilkie Central Grocery | Stores and Shops | Woodward and Merrill | Real Estate | General Auctioneers | Services | East 14th Street | Callan Ave. |,"Joseph Caton's Central Restaurant and Sample Room on the left, then Schlueter and Wilkie's Grocery, Woodward and Merrill, Real Estate and General Auctioneers.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5220/0,,,,1896,,,00083,Vol. 3,"Callan Ave. & E. 14th St., SE corner, 1896",,"Callan Ave. & E. 14th St., SE corner, 1896",
00000084.pdf,"Ladies' Aid Society of the First Presbyterian Church, 1895",457.84 KB,"Ladies' Aid Society of the First Presbyterian Church, 1895","| Ladies' Aid Society | First Presbyterian Church | Portraits, Women | Portraits, Group | Mrs. Cary | Geisenhofer, Ida | Lynch, Mrs. O.J. | Mrs. Hawes | Miss Anderson | Anderson, Carrie | Mrs. Price | Mrs. Knox | Mrs. Bruner | Mrs. Gray | Cormack, Isabell | Mrs. Demont | Mrs. Dubois | Mrs. Peters | Mrs. Fenner | (Cary) Walrath, Lucy | Mrs. Abernathy | Mrs. Knaugh | Mrs. Thrasher | Mrs. Eber | Knaugh, Jennie |","Ladies' Aid Society of the First Presbyterian Church, which was very active in charitable activities: They put on bazaars, booths and sewing bees to help the needy; they were dedicated, as well, to fighting the ""demon rum"". Many were wives of prominent San Leandrans: Top row, L-R: Mrs. Cormack, Mrs. Graff, Mrs. O'Brien, Mrs. Meta Best, Mrs. Cary, Mrs. Ida Geisenhofer, Mrs. O.J. Lynch, Mrs. Hawes, Miss Anderson, Miss Carrie Anderson. Second Row: Mrs. Price, Mrs. Knox, Mrs. Bruner, Mrs. Gray, Miss Isabell Cormack, unknown, Mrs. Demont. Front row: Mrs. Dubois, Mrs. Peters, Mrs. Fenner, Mrs. Lucy (Cary) Walrath, Mrs. Abernathy ?, Mrs. Knaugh, Mrs. Thrasher and Mrs. Eber. On the ground: Little Jennie Knaugh. Identifications by Mrs. Viola Webster and Mrs. Catherine Retallick. Additional comment by Mrs. Catherine Retallick: Mrs. Hawes, mother of Mildred and Harriet Hawes, is not in this picture. The lady who resembles Mrs. Retallick's grandmother is Mrs. Fenner.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5221/0,,,,1895,,,00084,Vol. 3,"Ladies' Aid Society of the First Presbyterian Church, 1895",,,
00000085.pdf,"San Leandro High Football Team, ca 1930",478.75 KB,"San Leandro High Football Team, ca 1930","| San Leandro High School | Team, Football | Coach Higgins | Recreation and Sports | Education, Secondary | Portraits, Men | Portraits, Group |","Coach Higgins. Top left, --- Lincoln.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5222/0,,,,1930,,,00085,Vol. 3,"San Leandro High Football Team, ca 1930",,,
00000086.pdf,"Old Timer's Picnic, ca 1910",445.07 KB,"Old Timer's Picnic, ca 1910","| Parks | Park, Lake Chabot | Old Timer's Picnic | Portraits, Group | Other Recreation and Sports |",Lake Chabot Park.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5223/0,,,,1910,,,00086,Vol. 3,"Old Timer's Picnic, ca 1910",,,
00000087.pdf,"San Leandro Plaza, 1903-1906",465.97 KB,"San Leandro Plaza, 1903-1906","| Plaza, San Leandro | Druggist | Stores and Shops | Services | Post Office (?) |",(Date probably 1903 to 1906).,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5224/0,,,87,1900,11D825,11,00087,Vol. 3,"San Leandro Plaza, ca 1900",,"San Leandro Plaza, ca 1900",
00000088.pdf,"East-West Game, 1932",640.44 KB,"East-West Game, 1932","| High School, San Leandro | Other Recreation and Sports | East-West Game | East Team | Education, Secondary | Portraits, Men | Portraits, Group |",San Leandro High School boys.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5225/0,,,,1932,,,00088,Vol. 3,"East-West Game, 1932",,,
00000089.pdf,"San Leandro Brass Band, ca 1866",349.97 KB,"San Leandro Brass Band, ca 1866","| Band, Brass | San Leandro Brass Band | Courthouse, Alameda County | Performing Arts | Portraits, Group | Portraits, Men | Moore, Jerome | Crane, Alfred E. | Costigan, J.M. | Standeford, George B. | Bullard, L.J. | Borein, Peter R. | Josselyn, J.W. | Chase, George | Morse, Harry N. | County Sheriff |","In front of Alameda County Court House, possibly as early as 1864 or 1865. Band members are, L-R, Jerome Moore, Alfred E. Crane, J.M. Costigan, George B. Standeford, L.J. Bullard, Peter R. Borein, J.W. Josselyn and George Chase. Standing to the left of the band is County Sheriff Harry N. Morse. R.R. Stuart gives more information on these men in his history of San Leandro.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5226/0,,,89,1868,14D725,11,00089,Vol. 3,"San Leandro Brass Band, ca 1868",,"San Leandro Brass Band, ca 1868",
00000090.pdf,"U. P. E. C. Building, ca 1956 and Mario Polvorosa's Shoe Shine shop",414.73 KB,"U. P. E. C. Building, ca 1956 and Mario Polvorosa's Shoe Shine shop","| U.P.E.C Loans | Carlton Card Co. | Loans, Real Estate | Mario's Shoe Shine | Billye's Beauty Shop | Stores and Shops | Services | Street, East 14th | Street, Callan |",Located on east side of E. 14th St. between Chumalia and Callan Streets.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5227/0,,,90,1956,10D824,12,00090,Vol. 3,"U. P. E. C. Building, ca 1956",,,
