resource_name,asset_name,file_size,title,subject,description,contributor,period_date,digital_format,url_for_file,geo_coord_UTM,verified_gps_coords,resource_number,year,geo_coord_original,paper_page_number,source_index,Index Number,Volume,Title,Notes,description2,address
00000884.pdf,"Group Picture, 1905",558.57 KB,"Group Picture, 1905",,"Mrs. Gates, Mr. Gates, Grace Brazelle, Mrs. Seifert, Anna Freeman, L.J. Freeman, Mother Miller (seated), Joaquin Miller, J. Miller's neices.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6018/0,"[-122.14545243117297, 37.7281363932229]",,884,1902,D82410,1,S,00884,Vol. 23,"Group Picture, 1905",,,
00000890.pdf,Estudillo and Foothill Looking West,583.07 KB,Estudillo and Foothill Looking West,,Cleared space for Estudillo Center.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6024/0,"[-122.14455381479421, 37.7280759959058]",,890,1870,D82410,11,S,00890,Vol. 23,Estudillo & Foothill Looking West,,Estudillo & Foothill Looking West,
00000891.pdf,"San Leandro Plaza, 1890",581.11 KB,"San Leandro Plaza, 1890",,"San Leandro Plaza, 1890.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6025/0,"[-122.14565598922945, 37.72744231739525]",,891,1870,D82410,9,S,00891,Vol. 23,"City Plaza, 1890",,"City Plaza, 1890",
00000914.pdf,"View of San Leandro Plaza, taken in 1940",312.68 KB,"View of San Leandro Plaza, taken in 1940",,"Shown in picture are Florsheim Shoes, Plaza Market, Hotel.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6048/0,"[-122.14548339582991, 37.727375745896246]",,914,1940,D82410,6,S,00914,Vol. 23,"View of San Leandro Plaza, taken in 1940",,,
00001224.pdf,"Two men sitting on a car, ca 1960",549.03 KB,"Two men sitting on a car, ca 1960",,"Two men sitting on a car, ca 1960.",Freeman,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6357/0,"[-122.14519391576609, 37.728032195321916]",,1224,1960,D82410,4,S,01224,Vol. 31,ca 1960,,,
00001460.pdf,"Cherry Festival Float, 'Cherrys for All Nations.'",400.18 KB,"Cherry Festival Float, 'Cherrys for All Nations.'",,"E. 14th St. On float - Lena Mathews Bright, Peter Bright.",Barbara Mathews (niece),,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6588/0,"[-122.1445052412489, 37.72800174461962]",,1460,1972,D82410,34,S,01460,Vol. 37,"Cherry Festival Float, 'Cherrys for All Nations.'",,,
00001732.pdf,San Leandro Plaza,494.57 KB,San Leandro Plaza,,,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6848/0,"[-122.14579648833127, 37.727791932621116]",,1732,1914,D82410,10,S,01732,Vol. 44,"Residence of Mrs. Henrietta Farrelly, August 13, 1914",,"Residence of Mrs. Henrietta Farrelly, August 13, 1914",
00001735.pdf,"Advertisment, Gannon's Men's Store",316.29 KB,"Advertisment, Gannon's Men's Store",,"Published in San Leandro Standard, August 13, 1914.",Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6851/0,"[-122.14598368242758, 37.72730497023167]",,1735,1914,D82410,1,S,01735,Vol. 44,"Advertisment, Gannon's Men's Store Published in San Leandro Standard, August 13, 1914",,"Advertisment, Gannon's Men's Store Published in San Leandro Standard, August 13, 1914",
00001740.pdf,"San Leandro's Story', bottom half of page",545.45 KB,"San Leandro's Story', bottom half of page",,Photos include Lake Chabot and San Leandro Plaza.,Madeline Enos Martin,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6855/0,"[-122.14589992852655, 37.72780486439661]",,1740,1914,D82410,10,S,01740,Vol. 44,"San Leandro's Story', bottom half of page. Photos include Lake Chabot and San Leandro Plaza",,"San Leandro's Story', bottom half of page. Photos include Lake Chabot and San Leandro Plaza",
00001941.pdf,"Aurora Perry at the San Leandro Plaza, 1910",212.68 KB,"Aurora Perry at the San Leandro Plaza, 1910",,IOOF in background.,Springer,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7054/0,"[-122.14635993239538, 37.727371017858225]",,1941,1910,D82410,12,S,01941,Vol. 49,"Aurora Perry at the San Leandro Plaza, 1910",,,
00001973.pdf,"San Leandro Plaza, ca 1945",487.61 KB,"San Leandro Plaza, ca 1945",,"In picture are Nu-Way Cleaners, Hinks, Gill's Shoes, Thrift Drugs, Safeway, Borden's Ice Cream, Hemler Hardware, Dr. Hope, I.O.O.F. Building, Gibson Drugs, Finest Liquor Stores, San Leandro Market, Chop Suey, Elmer Hotel, Cafe, Doughnuts.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7086/0,"[-122.14505508493451, 37.72754593012847]",,1973,1945,D82410,12,S,01973,Vol. 50,"San Leandro Plaza, ca 1945",,,
00002101.pdf,"San Leandro Plaza, 1885",450.44 KB,"San Leandro Plaza, 1885",,"San Leandro Plaza, looking south. Estudillo House at right.",Galloway,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/7213/0,"[-122.14541677394631, 37.72829284922228]",,2101,1885,D82410,11,S,02101,Vol. 53,"San Leandro Plaza, 1885",,,
00000228.pdf,"San Leandro Plaza, 1967",361.71 KB,"San Leandro Plaza, 1967","| Plaza, San Leandro | Shops, Kaplen | Automobiles and Trucks | Advertisement, Mercury | Stores and Shops | Plaza Hotel | Hotels and Motels | El Dorado | Restaurants and Bars | Plaza Pharmacy Co. | Services |","San Leandro Plaza, 1967.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5364/0,"[-122.1464036645489, 37.72773736307261]",,228,1967,D82411,12,S,00228,Vol. 6,"San Leandro Plaza, 1967",,,
00000415.pdf,"City Plaza, 1908",504.59 KB,"City Plaza, 1908",| San Leandro Plaza | Great American Importing Co. | The Pioneer | Other Businesses | Services | Stores and Shops | Masonic Building |,Two buildings built by Mr. Herrscher are shown as well as the old Masonic Building.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5549/0,"[-122.14518343385905, 37.72798124608929]",,415,1908,D82411,11,S,00415,Vol. 11,"City Plaza, 1908",,,
00000451.pdf,San Leandro Plaza at Night about 1955,292.52 KB,San Leandro Plaza at Night about 1955,| San Leandro Plaza | Panoramas and Aerial Views |,San Leandro Plaza at Night about 1955.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5585/0,"[-122.14610947483344, 37.72720572413665]",,451,1955,D82411,12,S,00451,Vol. 12,San Leandro Plaza at Night about 1955,,,
00000452.pdf,"Sidewalk Sale on East 14th Street. Taken at West Joaquin, 1958",354.26 KB,"Sidewalk Sale on East 14th Street. Taken at West Joaquin, 1958","| Street, East 14th | Street, West Joaquin | Automobiles and Trucks | Andrews Linoleum | Public Finance | Seaboard | Bank of America | Stores and Shops | Services | Hearing Aids | Beauty Salon | Pelton Center |","Sidewalk Sale on East 14th Street. Taken at West Joaquin, Masonic Building on right corner, 1958.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5586/0,"[-122.1451923164741, 37.72835001152089]",,452,1958,D82411,9,S,00452,Vol. 12,"Sidewalk Sale on East 14th Street. Taken at West Joaquin, 1958",,,
00000608.pdf,Photograph of the San Leandro Plaza taken from Washington Avenue in 1961,292.76 KB,Photograph of the San Leandro Plaza taken from Washington Avenue in 1961,,Photograph of the San Leandro Plaza tken from Washington Avenue in 1961.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5742/0,"[-122.1455662724497, 37.727608618020746]",,608,1961,D82411,10,S,00608,Vol. 16,Photograph of the San Leandro Plaza tken from Washington Avenue in 1961,,,
00000700.pdf,San Leandro Plaza,321.67 KB,San Leandro Plaza,,Plaza with fountain showing Washington Ave. going through to E. 14th St.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5834/0,"[-122.14546977523797, 37.72783133365059]",,700,1940,D82411,10,S,00700,Vol. 18,San Leandro Plaza,,,
00000746.pdf,"Aerial View, Washington & Estudillo",453.53 KB,"Aerial View, Washington & Estudillo",,Vol. 19.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5880/0,"[-122.1445009571864, 37.727823396812596]",,746,1966,D82411,12,S,00746,Vol. 19,"Aerial View, Washington & Estudillo",,,
00000053.pdf,"Eagle Candy Kitchen, Vlahos, 1929",370.44 KB,"Eagle Candy Kitchen, Vlahos, 1929","| Eagle Candy Kitchen | Street, Davis | Street, East 14th | Vlahos, Sam | Stores and Shops |","Located on N.E. corner of Davis and E. 14th St. Sam Vlahos, owner.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5190/0,"[-122.14464470635285, 37.72759979435934]",,53,1929,D82412,37,S,00053,Vol. 2,"Eagle Candy Kitchen, Vlahos, 1929",,,
00000081.pdf,"American Bakery, ca 1900",535.68 KB,"American Bakery, ca 1900","| Stores and Shops | American Bakery | Portraits, Women |","American Bakery, ca 1900.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5218/0,"[-122.14551393672919, 37.72737326638309]",,81,1900,D82412,18,S,00081,Vol. 3,"American Bakery, ca 1900",,,
00000409.pdf,"Cherry Carnival, 1909",467.50 KB,"Cherry Carnival, 1909","| Cherry Carnival | Cherry Festival | Street, Estudillo Ave. |","Arch at Estudillo Ave. The first Cherry Festival was held June 4th through 5th, 1909. This picture shows the crowds that attended and was probably taken looking down Estudillo Ave. from about Harrison, toward the Plaza.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5543/0,"[-122.14649373415034, 37.72821403615169]",,409,1909,D82416,34,S,00409,Vol. 11,"Cherry Carnival, 1909",,,
00000033.pdf,"Eber Meat Market, ca 1875",708.04 KB,"Eber Meat Market, ca 1875",| Eber's Meat Market | East 14th Street | Stores and shops -- California -- San Leandro | MenWomenChildrenHorseBeef carcasses |,"Men, women, and children pose in front of a meat market. 1240 E. 14th St. where Gibson's Pharmacy was later. Note beef carcasses hanging at street curb.","Galvan, Andy",ca. 1875,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5170/0,"[-122.1446222291213, 37.72597722014458]",,33,1875,D82510,37,S,00033,Vol. 1,"Eber Meat Market, ca 1875",,,
00000057.pdf,"Eber's Meat Market, ca 1908-12",457.08 KB,"Eber's Meat Market, ca 1908-12","| Eber's Meat Market | Stores and Shops | Eber, Bud | Eber, Henry J. |","L. to R. Bud Eber; Harry Eber (Henry J.). Note sawdust on the floor, meat and sausages hanging and the decorations on the ""chandeliers"". The blurred figure on the left cannot be identified, and the other two men are unknown.",Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5194/0,"[-122.14552396591696, 37.72707919541935]",,57,1900,D82510,37,S,00057,Vol. 2,"Eber's Meat Market, ca 1908-12",,,
00000123.pdf,"San Leandro Plaza, 1966",261.31 KB,"San Leandro Plaza, 1966","| Plaza, San Leandro | House of Fine Cameras | Singer | Harolds Club | Garner's Corner Center | Street, Davis | Street, East 14th | Roads and Streets |","San Leandro Plaza, 1966 (November or December).",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5260/0,"[-122.14481856421983, 37.72653003140815]",,123,1966,D82510,11,S,00123,Vol. 4,"San Leandro Plaza, 1966 (November or December)",,,
00000173.pdf,"Best Theatre, ca 1920",468.22 KB,"Best Theatre, ca 1920","| Theatre, Best | Other Recreation and Sports | Performing Arts | Portraits, Group | Bridges, Lloyd Sr. | Halliday, Frank | Simpson, Paul | Blix, Van | Dooley |","The theater was located at 1330 E. 14th St., now the site of the San Leandro Beauty College. It was built by Daniel Best around 1912, next to the Best Building. Pictures, L-R: Lloyd Bridges Sr. (father of the actor), Frank Halliday (who had married a sister of Mr. Bridges wife), Paul Simpson (?), Van Blix, a singer and Dooley, a movie operator. Actor Lloyd Bridges was born while his father was working at this theater.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5309/0,"[-122.14482441259253, 37.726143749319206]",,173,1920,D82510,28,S,00173,Vol. 5,"Best Theatre, ca 1920",,,
00000179.pdf,"Plaza Flagpole, March 6, 1897",821.55 KB,"Plaza Flagpole, March 6, 1897","| Plaza, San Leandro | Center, Civic | Hotel, Estudillo | Hotels and Motels | Streetcar, Electric |",This is the dedication scene in the Civic Center as San Leandro was officially presented with a new flagpole which towered over the skyline. Estudillo Hotel is at right.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5315/0,"[-122.14465253532775, 37.72646816980715]",,179,1900,D82510,11,S,00179,Vol. 5,"Plaza Flagpole, March 6, 1897",,,
00000181.pdf,"City Plaza, ca 1930",318.87 KB,"City Plaza, ca 1930","| Plaza, San Leandro | Building, Best | Theater, Palace |",Looking toward Best Building.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5317/0,"[-122.1445397657581, 37.72648079530443]",,181,1930,D82510,11,S,00181,Vol. 5,"City Plaza, ca 1930",,,
00000208.pdf,"Eber's Meat Market, December, 1909",344.08 KB,"Eber's Meat Market, December, 1909","| Eber's Meat Market | Eber, Bud | Eber, Harry | Stores and Shops |","Bud Eber, Harry Eber.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5344/0,"[-122.14523415881418, 37.726597292207686]",,208,1909,D82510,30,S,00208,Vol. 6,"Eber's Meat Market, December, 1909",,,
00000209.pdf,"E. 14th St. and Estudillo Ave., 1906",378.82 KB,"E. 14th St. and Estudillo Ave., 1906","| Street, East 14th St. | Street, Estudillo Ave. | Dickenson Drug Store | I.O.O.F. Hall | Olympia Building | San Leandro Hotel | Stores and Shops | Services |","Dickenson Drug Store, I.O.O.F. Hall, Olympia Bldg., San Leandro Hotel. Picture may have been made before the mail date stamped on it.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5345/0,"[-122.14519837763666, 37.72614925665725]",,209,1906,D82510,10,S,00209,Vol. 6,"E. 14th St. & Estudillo Ave., 1906",,"E. 14th St. & Estudillo Ave., 1906",
00000260.pdf,"Masonic Bldg., ca 1965",375.75 KB,"Masonic Bldg., ca 1965","| Masonic Temple | Stores and Shops | National Dollar Stores | China City | Organs Unlimited | Dutch Boy Paints | Toy Shop | Street, East 14th | Automobiles and Trucks | Electronics Repair | Services |","Masonic Bldg., ca 1965.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5394/0,"[-122.14624157352681, 37.72694192977443]",,260,1965,D82510,10,S,00260,Vol. 7,"Masonic Bldg., ca 1965",,,
00000269.pdf,"Eber's Meat Market, ca 1900",420.10 KB,"Eber's Meat Market, ca 1900","| Eber's Meat Market | Stores and Shops | Street, East 14th | Rensel, Charlie | Borman, George | Peralta, Mr. | Thierry, August | Portraits, Men | Portraits, Group |","E. 14th St. Joe Peralta's father (2), Charlie Rensel (5). George Borman was third from the left, next to August Thierry (4).",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5403/0,"[-122.14644992865502, 37.72667328047349]",,269,1900,D82510,37,S,00269,Vol. 7,"Eber's Meat Market, ca 1900",,,
00000398.pdf,"Antone Silva Family, 1921",397.74 KB,"Antone Silva Family, 1921","| Silva, Antone | Portraits, Family | Street, East 14th | Silva, Irene | Silva, Adeline | Silva, Rose | Silva, Mrs. Antone R. | Homes | Portraits, Group |","14793 E. 14th St., location of McDonalds now. Irene Silva, Adeline Silva, Rose Silva, Mrs. Antone R. Silva. This picture was taken in 1921 in the back yard of the ranch home, which is now located at 1373 Lillian and E. 14th Street. The Silvas raised cherries, rhubarb, and apricots. Adeline Silva married William J. Hart; they still live in San Leandro.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5532/0,"[-122.14600205627838, 37.72601426913189]",,398,1897,D82510,11,S,00398,Vol. 10,"Antone Silva Family, 1921",,,
00000403.pdf,"Flagpole Rescue, 1900",241.19 KB,"Flagpole Rescue, 1900",| San Leandro Plaza | Flagpole | Estudillo House |,Flagpole rigger hanging upside down after falling. Man on platform rescued him. Plaza flagpole.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5537/0,"[-122.1457566960329, 37.72602204406674]",,403,1900,D82510,11,S,00403,Vol. 11,"Flagpole Rescue, 1900",,,
00000408.pdf,"Marching Unit S.P.R.S.I., 1913",326.09 KB,"Marching Unit S.P.R.S.I., 1913","| S.P.R.S.I. | St. Mary's School | Marching Unit | Portraits, Women | Portraits, Group |",Plaza.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5542/0,"[-122.1456429149329, 37.72639192380279]",,408,1913,D82510,11,S,00408,Vol. 11,"Marching Unit S.P.R.S.I., 1913",,,
00000437.pdf,"W. W. I. Food Rationing, ca 1917",333.06 KB,"W. W. I. Food Rationing, ca 1917","| Food Rationing | Portraits, Men | W.W.I. | Gallet, J.H. |","Fred Hirschman, Constable J.H. Gallett, assisted Herbert Hoober in gathering food for underfed Europeans. Records show San Leandro residents donated liberally.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5571/0,"[-122.14549280332079, 37.7265036448465]",,437,1917,D82510,11,S,00437,Vol. 11,"W. W. I. Food Rationing, ca 1917",,,
00000438.pdf,"Ury's Meat Market - Davis Street, 1875",278.16 KB,"Ury's Meat Market - Davis Street, 1875","| Ury's Meat Market | Stores and Shops | Street, Davis |","David Ury's meat market was established in 1857 at 221 Davis Street where the Boat Shop is locataed. (1971) See also pictures numbered 00845, 00061, 00205, 00514.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5572/0,"[-122.14494010420147, 37.72610078739659]",,438,1875,D82510,37,S,00438,Vol. 11,"Ury's Meat Market - Davis Street, 1875",,,
00000463.pdf,The Plaza in 1960,375.94 KB,The Plaza in 1960,| San Leandro Plaza | Dime and Dollar Stores | Automobiles and Trucks | Buses | Mari's | Penney's | Jay Vee | Stores and Shops | First Savings | Other Businesses |,The Plaza in 1960.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5597/0,"[-122.14501873893718, 37.727202054728075]",,463,1960,D82510,11,S,00463,Vol. 12,The Plaza in 1960,,,
00000504.pdf,"Men's Band, 1894",372.33 KB,"Men's Band, 1894","| Men's Band | Bands, Brass | Performing Arts | Portraits, Group | Portraits, Men | Bettencourt, Tony | McCarthy, Tony | Cardoza, Joe | Heiser, Vince | Freitas, Manuel | Frates, Manuel | Valance, Manuel | Miller, Tony | Skillen, Herb | Heiser, Charlie | Baldwin, Bill | Jenkins, Sam | Sportsman Saloon | Restaurants and Bars | Mrs. S. Herrscher's Cheap Cash Store |","Plaza on E. 14th St. Tony Bettencourt, Tony McCarthy, Joe Cardoz, Vince Heiser, Manuel Frates. Row 2: Manuel Valance, Tony Miller, Herb Skillen, Charlie Heiser, Bill Baldwin, Sam Jenkins. The next member is unidentified. The picture was made in front of the Sportsman Saloon and Mrs. S. Herrscher's Cheap Cash Store.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5638/0,"[-122.1464586002763, 37.727154199953105]",,504,1894,D82510,11,S,00504,Vol. 13,"Men's Band, 1894",,,
00000533.pdf,"Masonic Temple, 1910",305.90 KB,"Masonic Temple, 1910",,"E. 14th St. between Joaquin and Davis St. Other buildings can also be seen, including the Murphy Building (white).",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5667/0,"[-122.14501631712695, 37.72678242164888]",,533,1910,D82510,10,S,00533,Vol. 14,"Masonic Temple, 1910",,,
00000576.pdf,"Plaza, 1900",305.04 KB,"Plaza, 1900",,"Plaza, 1900.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5710/0,"[-122.14636121441814, 37.727099223516866]",,576,1900,D82510,11,S,00576,Vol. 15,"Plaza, 1900",,,
00000748.pdf,"Best Theatre, 1920",341.12 KB,"Best Theatre, 1920",,"Lloyd Bridges' father, Lloyd Bridges' Uncle, Gerald Barates took care of Lloyd Bridges as a child.",Andy Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5882/0,"[-122.14464006543606, 37.72657732312888]",,748,1920,D82510,28,S,00748,Vol. 19,"Best Theatre, 1920",,,
00000877.pdf,"A 1939 Photograph of Andy Galvan's Barber Shop, Showing Ed Bordanaro",388.14 KB,"A 1939 Photograph of Andy Galvan's Barber Shop, Showing Ed Bordanaro",,"A 1939 Photograph of Andy Galvan's Barber Shop, Showing Ed Bordanaro.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6011/0,"[-122.14528854828872, 37.72614146232394]",,877,1939,D82510,18,S,00877,Vol. 22,"A 1939 Photograph of Andy Galvan's Barber Shop, Showing Ed Bordanaro",,,
00001356.pdf,"San Leandro Grill Advertisement, ca 1900",279.96 KB,"San Leandro Grill Advertisement, ca 1900",,"Next to Best Theater. Also included are advertisements for Gannon's, Star Machine Shop, Durant King's Garage, Leo Brisacher (cousin of Ed Herrsher), Mahoney's, and Re-Elect Valance for Constable.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6485/0,"[-122.14549507103926, 37.72607930437287]",,1356,1900,D82510,4,S,01356,Vol. 34,"San Leandro Grill Advertisement, ca 1900",,,
00000087.pdf,"San Leandro Plaza, 1903-1906",465.97 KB,"San Leandro Plaza, 1903-1906","| Plaza, San Leandro | Druggist | Stores and Shops | Services | Post Office (?) |",(Date probably 1903 to 1906).,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5224/0,"[-122.14536621149703, 37.727187457904584]",,87,1900,D82511,11,S,00087,Vol. 3,"San Leandro Plaza, ca 1900",,"San Leandro Plaza, ca 1900",
00000124.pdf,"Col. Hastings' Presentation of Flagpole, 1897",756.24 KB,"Col. Hastings' Presentation of Flagpole, 1897","| Portraits, Men | Portraits, Group | Langdon, William | Buhlin, Prof. | Herrsher, Joe | Hastings, Col. Frank S. | Garcia, Manuel J. | Demont, George | Driver, John | Gray, B.D. | Eber, Henry F. | Cunha, Joaquin | Langdon, William H. | Ury, David | Dawbarn, Prof. Charles | Sproul, George | Sporel, George | Iverson, Carl J. |","Mr. H.F. Eber is sixth in the front for; Mr. William Langdon is second in the top row. The dedication committee honoring Col. Frank Hastings was made up of the most active and public-spirited citizens in town: Front row, Prof. Buhlin, Joe Herrsher, Col. Frank S. Hastings, Manuel J. Garcia or George Demont, John (No-Hat) Driver (kneeling) probably B.D. Gray and Henry F. Eber; second row, Joaquin Cunha, William H. Langdon, David Ury, Prof. Charles Dawbarn, probably George Sproul or (Sporel) and Carl J. Iverson. Sproul and Gray may be switched.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5261/0,"[-122.1445107651962, 37.72645144881193]",,124,1897,D82511,11,S,00124,Vol. 4,"Col. Hastings' Presentation of Flagpole, 1897",,,
00000145.pdf,"Intersection of E. 14th and Washington at Davis, 1964",287.12 KB,"Intersection of E. 14th and Washington at Davis, 1964","| Street, East 14th | Street, Davis | Street, Washington | Washington Plaza | Royal Crown | Mary McKay | Chrysler Advertisement | Automobiles and Trucks | Stores and Shops | Services | Insurance and Savings | Garner's Camera Center | Pelton Center |",Before Washington closed. Plaza has been re-planted.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5281/0,"[-122.14610661049359, 37.72697172146792]",,145,1960,D82511,12,S,00145,Vol. 4,"Intersection of E. 14th & Washington at Davis, 1964",,"Intersection of E. 14th & Washington at Davis, 1964",
00000146.pdf,"Cherry Carnival Parade, 1909",391.21 KB,"Cherry Carnival Parade, 1909",,"Cherry Carnival Parade, 1909.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5282/0,"[-122.14523417926623, 37.72638464480619]",,146,1915,D82511,33,S,00146,Vol. 4,"Cherry Carnival Parade, 1909",,,
00000343.pdf,"C. C. Young, Governor of California, addressing a dinner at the American Legion Hall, SW corner of Washington and Ward, in 1926",535.65 KB,"C. C. Young, Governor of California, addressing a dinner at the American Legion Hall, SW corner of Washington and Ward, in 1926","| Young, C. C. | Hall, American Legion | Armstrong, N.W. | Fitts, Buron |","To the governor's left is N.W. Armstrong, master of ceremonies, and Buron Fitts, Lieutenant Governor.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5477/0,"[-122.14511081503869, 37.72599750426327]",,343,1926,D82511,36,S,00343,Vol. 9,"C. C. Young, Governor of California, addressing a dinner at the American Legion Hall, SW corner of Washington and Ward, in 1926",,,
00000446.pdf,"Washington Avenue Looking South, about 1950",309.84 KB,"Washington Avenue Looking South, about 1950","| Street, Washington Ave. | Stores and Shops | Hotels and Motels | Services | Automobiles and Trucks | Plaza Hotel | Clothiers | Sears | Penney's | Shoes |","Washington Avenue Looking South, about 1950 - stores: Pennys, Hinks, pharmacy.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5580/0,"[-122.14553478518752, 37.7261942705682]",,446,1950,D82511,12,S,00446,Vol. 12,"Washington Avenue Looking South, about 1950",,,
00000559.pdf,"Cherry Festival, 1909",435.06 KB,"Cherry Festival, 1909",,"E. 14th and Washington. Crowning of queen. This was probably the second Cherry Festival, June 10-12, 1910. Bessie Best, the first queen, was crowning Mabel Furtado, who had been chosen in a very exciting contest.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5693/0,"[-122.14462447252697, 37.72661283276083]",,559,1910,D82511,17,S,00559,Vol. 14,"Cherry Festival, 1909",,,
00000595.pdf,"A 1966 Aerial View of San Leandro, North from Juana Ave., along E. 14th St., to Civic Center",506.93 KB,"A 1966 Aerial View of San Leandro, North from Juana Ave., along E. 14th St., to Civic Center",,"A 1966 Aerial View of San Leandro, North from Juana Ave., along E. 14th St., to Civic Center.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5729/0,"[-122.14509708714711, 37.72667650457817]",,595,1966,D82511,7,S,00595,Vol. 15,"A 1966 Aerial View of San Leandro, North from Juana Ave., along E. 14th St., to Civic Center",,,
00000711.pdf,"San Leandro Plaza, ca 1900",463.88 KB,"San Leandro Plaza, ca 1900",,"Intersection of E. 14th, Washington, and Davis Streets.",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5845/0,"[-122.1457958085133, 37.726002479468406]",,711,1910,D82511,11,S,00711,Vol. 18,"San Leandro Plaza, ca 1900",,,
00000730.pdf,"August Thierry Liquor Store, Southeast Corner Washington and Ward Streets.",289.53 KB,"August Thierry Liquor Store, Southeast Corner Washington and Ward Streets.",,August Thierry in front.,Andy Galvan,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/5864/0,"[-122.14603304757176, 37.72715423898957]",,730,1920,D82511,18,S,00730,Vol. 19,"August Thierry Liquor Store, Southeast Corner Washington and Ward Streets. August Thierry in front.",,"August Thierry Liquor Store, Southeast Corner Washington and Ward Streets. August Thierry in front.",
00001031.pdf,"San Leandro Plaza with Palm Trees, ca 1930",260.17 KB,"San Leandro Plaza with Palm Trees, ca 1930",,Shown are Hotel Elmer and Eastern Chop Suey Cafe.,,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6164/0,"[-122.14618495042025, 37.72597232238467]",,1031,1930,D82511,11,S,01031,Vol. 26,San Leandro Plaza with Palm Trees,,,
00001075.pdf,Plaza Fountain,430.71 KB,Plaza Fountain,,"Near intersection of Davis & E.14th Sts. Frozen Fountain, a rare sight in S.L. 1960?",,,PDF,https://sanle.ent.sirsi.net/client/en_US/search/asset/6208/0,"[-122.14642997585659, 37.7264336904707]",,1075,1960,D82511,14,S,01075,Vol. 27,"Plaza Fountain (Lava Rock) in front of Singer Sewing Machine Co, Near intersection of Davis & E.14th Sts. Frozen Fountain, a rare sight in S.L. 1960?",,"Plaza Fountain (Lava Rock) in front of Singer Sewing Machine Co, Near intersection of Davis & E.14th Sts. Frozen Fountain, a rare sight in S.L. 1960?",
